순번,업체명,선정년도,지방청,주소,전화번호,팩스번호,업종,기업규모,주생산품목,연구분야
689,블록웨어,2019,서울,서울특별시 송파구 법원로,07041850512,---,정보처리,중소기업,,
690,비디에스인포컴(주),2017,서울,서울특별시 금천구 가산디지털1로,022126811,0264990733,정보처리,중소기업,,
691,비브로스,2017,서울,서울특별시 영등포구 여의대로,070-4203-5835,02-6442-2300,정보처리,중소기업,,
692,비주얼캠프,2019,서울,서울특별시 서초구 매헌로16길,070-7945-7799,030334477798,정보처리,중소기업,,
693,비트루브,2020,서울,서울특별시 강남구 논현로,02--883--0624,028820624,정보처리,중소기업,,
694,비트바이트,2020,서울,서울특별시 마포구 마포대로,02-0000-0000,0504-098-2554,정보처리,중소기업,,
695,빅펄주식회사,2019,서울,서울특별시 강남구 테헤란로63길,02-6080-6111,050-8098-6111,정보처리,중소기업,,
696,사이클롭스주식회사,2019,서울,서울특별시 강남구 강남대로124길,070-7795-0048,0504-261-0196,정보처리,중소기업,,
697,삼정데이타서비스(주),1999,서울,서울특별시 구로구 디지털로,02-2029-0130,02-544-6008,정보처리,중소기업,해당사항없음,
698,상상스토리(주),2021,서울,서울특별시 구로구 디지털로,02-6677-3082,02-6677-3085,정보처리,중소기업,,
699,서울도봉구농어민후계,2014,서울,서울특별시 서초구 헌인릉1길,02-459-6754,00000000,후계농업민,농어민후계 등,,
700,서울서초구농어민후계,2005,서울,서울특별시 서초구 헌인릉1길,02-459-6752,02-459-8744,후계농업민,해당사항없음,농업,
701,서울시스템(주),2017,서울,서울특별시 종로구 경희궁길,02--510--0600,02--738--0668,정보처리,중소기업,,
702,서울중랑구농어민후계,1993,서울,,02-459-6752,02-459-8744,후계농업민,해당사항없음,해당사항없음,
703,서울청민원안내용업체,2019,서울,서울특별시 영등포구 여의대방로43길,028204499,028204151,생활용품,중소기업,,
704,석영엠앤티,2018,서울,서울특별시 구로구 신도림로,02-2672-4966,02-2632-0590,기계,중소기업,,
705,성민네트웍스,2019,서울,서울특별시 구로구 디지털로,070-4395-8937,023624681,정보처리,중소기업,,
706,성원에이씨공업(주),2021,서울,서울특별시 구로구 부일로815번길,0226789339,0226789334,기계,중소기업,자동차부품제조업,
707,성호반도체(주),2001,서울,서울특별시 구로구 디지털로26길,02-853-3861,02-853-3863,전자,벤처기업,그외기타전자부품제조업,
708,세기정보통신(주),1998,서울,서울특별시 구로구 디지털로,02-797-5511,02-867-5900,정보처리,중소기업,해당사항없음,
709,세종콜렉션,2019,서울,서울특별시 성동구 상원12길,024648840,024648843,철강,중소기업,,
710,세창인스트루먼트,2019,서울,서울특별시 구로구 디지털로26길,0262921000,0262921099,전자,중소기업,,
711,셀렉트스타 주식회사,2020,서울,서울특별시 강남구 테헤란로20길,01043550591,0200000000,정보처리,중소기업,,
712,솔닥 (주),2022,서울,서울특별시 강남구 도산대로,01099638523,0269547676,정보처리,중소기업,,
713,솔트웨어(주),2014,서울,서울특별시 구로구 디지털로34길,010-9959-9029,022-025-4935,정보처리,중소기업,,
714,송우전자(주),1997,서울,서울특별시 구로구 디지털로31길,02-3281-6333,02-3281-2666,통신기기,중소기업,해당사항없음,
715,수정전자산업(주),1993,서울,서울특별시 서대문구 통일로,02-737-2329,0507-1790-5778,전자,중소기업,해당사항없음,
716,슈어엠(주),2000,서울,서울특별시 광진구 광나루로56길,021-588-4640,024574640,정보처리,중소기업,해당사항없음,
717,스마트쿱(주),2020,서울,서울특별시 성동구 왕십리로,02-548-6969,02-512-3490,정보처리,중소기업,,
718,스탠다드네트웍스주식회사,2017,서울,서울특별시 강남구 봉은사로18길,023-485-6793,023-485-6710,정보처리,중소기업,,
719,스테이폴리오,2020,서울,서울특별시 종로구 자하문로9길,02-1670-4123,02-733-4123,정보처리,중소기업,여행알선,
720,스트라티오코리아,2019,서울,서울특별시 서초구 명달로,0262057456,0407000000,정보처리,중소기업,,
721,스페이스워크(주),2020,서울,서울특별시 성동구 왕십리로,02-2138-8030,02-6280-8036,정보처리,중소기업,,
722,승현정밀(주),2013,서울,서울특별시 영등포구 선유서로31길,02-2671-1538,02-2637-1532,기계,중소기업,,
723,시너지에이아이 주식회사,2021,서울,서울특별시 강서구 양천로,010-7900-2539,00-000-0000,정보처리,중소기업,,
724,시스메이트,2018,서울,서울특별시 금천구 가산디지털1로,070-4018-4900,02-858-1545,전자,중소기업,전자부품,
725,심심이(주),2013,서울,서울특별시 강남구 테헤란로78길,02-562-5332,02-554-6334,정보처리,중소기업,,
726,씨드로닉스,2021,서울,서울특별시 성동구 광나루로,02-552-1201,05078044946,기계,중소기업,,
727,씨씨알(주),1996,서울,서울특별시 강남구 테헤란로77길,02-6246-2082,02-6246-2002,게임S/W,중소기업,해당사항없음,
728,씨아이그룹,2019,서울,서울특별시 서초구 효령로,070-5057-1560,0504-429-4909,정보처리,중소기업,,
729,씨알에스큐브,2020,서울,서울특별시 마포구 월드컵북로,02-722-7275,02-722-7280,정보처리,중소기업,,
730,씨에스이노베이션주식회사,2016,서울,서울특별시 용산구 새창로45길,027075095,027022266,전자,중소기업,,
731,씨엔티테크(주),2013,서울,서울특별시 서대문구 증가로29길,02-3152-6950,02-309-0381,정보처리,중소기업,,
732,씨엠유니버스(주),2019,서울,서울특별시 금천구 가산디지털2로,02-6268-9630,026-269-9631,정보처리,중소기업,,
733,씨유박스,2020,서울,서울특별시 강남구 테헤란로22길,02-6277-7801,02-6277-7880,정보처리,중소기업,,
734,씨지에스아이티(주),2020,서울,서울특별시 금천구 가산디지털1로,0226328730,0226328796,정보처리,중소기업,,
735,아드리엘,2021,서울,서울특별시 종로구 삼봉로,02-1661-0147,07075457181,정보처리,중소기업,,
736,아미스테크놀로지(주),2017,서울,서울특별시 강서구 강서로,025733880,025733880,정보처리,중소기업,,
737,아이알링크(주),2011,서울,서울특별시 성동구 성수일로4길,02-6905-2813,02-6905-2801,정보처리,중소기업,,
738,아진금형(주),1999,서울,서울특별시 금천구 범안로17길,02-895-4523,02-895-1332,기계,중소기업,해당사항없음,
739,아틀라스네트웍스,2017,서울,서울특별시 구로구 경인로53길,07087313441,0260214831,정보처리,중소기업,,
740,안성공업(주),1992,서울,서울특별시 금천구 시흥대로79길,02--802--3095,070-7016-1584,전자,중소기업,해당사항없음,
741,알고케어(주),2020,서울,서울특별시 서초구 성촌길,070-7770-0446,050-8090-1296,정보처리,중소기업,,
742,알엔에이애널리틱스㈜,2021,서울,서울특별시 종로구 청계천로,02-722-1041,02-722-1091,정보처리,중소기업,,
743,액션파워,2020,서울,서울특별시 관악구 남부순환로,010-8445-0485,02-871-4452,정보처리,중소기업,,
744,양재미디어(주),1999,서울,서울특별시 영등포구 당산로41길,02-596-2668,02-596-2998,정보처리,중소기업,해당사항없음,
745,에스더전자(주),2001,서울,서울특별시 금천구 벚꽃로,02-2113-7600,02-2113-7605,전기,중소기업,전기,
746,에스씨에스프로(주),2015,서울,서울특별시 금천구 가산디지털1로,070-8622-7488,02-867-7488,통신기기,중소기업,,
747,에스엔비플러스,2018,서울,서울특별시 금천구 가산동 ,02-6952-1466,070-8280-1470,정보처리,중소기업,,
748,에이비일팔공,2017,서울,서울특별시 서초구 강남대로61길,070-5102-1210,02--582--5505,정보처리,중소기업,,
749,엑세스(주),2016,서울,서울특별시 구로구 디지털로31길,02-2088-3243,02-6442-3076,정보처리,중소기업,,
750,엑세스랩 주식회사,2021,서울,서울특별시 구로구 디지털로33길,0269529974,0264423924,전자,중소기업,,
751,엑스이허브㈜,2021,서울,서울특별시 강남구 논현로149길,070-5220-0620,070-8228-0620,정보처리,중소기업,,
752,엔트로피패러독스 주식회사,2021,서울,서울특별시 강남구 도산대로100길,07077772626,05041503889,정보처리,중소기업,,
753,엘더트리주식회사,2019,서울,서울특별시 마포구 월드컵로10길,023227220,023327220,정보처리,중소기업,정보처리및기타컴퓨터운영관련업,
754,엘에스웨어(주),2016,서울,서울특별시 금천구 서부샛길,026-919-0325,026-919-0329,정보처리,중소기업,,
755,엠비아이솔루션,2020,서울,서울특별시 마포구 삼개로,070-4468-6363,0234656277,정보처리,중소기업,,
756,엠아이큐브솔루션 주식회사,2021,서울,서울특별시 서초구 효령로55길,025532171,025532172,정보처리,중소기업,,
757,엠에이피한터인종합건축사사무소,2012,서울,서울특별시 서초구 바우뫼로18길,02-520-9309,02-520-9390,국외건설,중소기업,,
758,엠포플러스(주),2019,서울,서울특별시 성동구 아차산로17길,02-1599-2320,0264420198,정보처리,중소기업,,
759,영창실리콘(주),2000,서울,서울특별시 금천구 가산디지털1로,02-808-2777,02-803-8380,전기,중소기업,해당사항없음,
760,영현정보통신(주),2020,서울,서울특별시 구로구 공원로6나길,028699501,028539013,통신기기,중소기업,,
761,오롬(주),2020,서울,서울특별시 중구 서애로,0222737012,0222789818,화학,중소기업,,
762,온도기술센테크,2021,서울,서울특별시 금천구 가산디지털1로,02-338-1828,02-338-1887,기계,중소기업,,
763,온오프믹스,2014,서울,서울특별시 서초구 강남대로79길,010-2979-4549,02-6280-8089,정보처리,중소기업,,
764,온잇코리아 주식회사,2021,서울,서울특별시 구로구 디지털로26길,070-7405-1015,050-4199-0731,정보처리,중소기업,,
765,올리브유니온주식회사,2020,서울,서울특별시 서초구 서초대로52길,02-3454-0701,025850701,정보처리,중소기업,,
766,와이지에스콘트롤(주),2017,서울,서울특별시 송파구 성내천로23가길,02-409-6581,02-409-6584,전기,중소기업,,
767,와이피랩스(주),2020,서울,서울특별시 강남구 영동대로,02-2088-2474,070-8620-2474,정보처리,중소기업,,
768,우림해운㈜-산업,2021,서울,서울특별시 영등포구 여의공원로,051-602-7024,051-414-8348,외항화물,중견기업,,
769,웹케시(주),2018,서울,서울특별시 영등포구 영신로,02-784-0614,02-784-0876,정보처리,중소기업,,
770,위더스컴퓨터(주),2018,서울,서울특별시 구로구 부광로,028312262,028315565,통신기기,중소기업,,
771,위플래닛,2019,서울,서울특별시 서초구 강남대로18길,070-7715-1040,025521020,정보처리,중소기업,,
772,유경제어,2014,서울,서울특별시 금천구 가산디지털1로,02-830-7900,02-830-7906,기계,중소기업,,
773,유니원아이앤씨(주),2014,서울,서울특별시 영등포구 은행로,02-780-0039,02-780-2503,정보처리,중소기업,,
774,유니크굿컴퍼니,2020,서울,서울특별시 성동구 연무장13길,070-8706-1013,022-124-2022,정보처리,중소기업,,
775,유한회사 라이더대시코리아,2021,서울,서울특별시 강남구 테헤란로,0215668337,0215668337,정보처리,중소기업,,
776,은성에프에이(주),2020,서울,서울특별시 금천구 두산로5길,028387387,028387389,기계,중소기업,,
777,이노넷(주),2019,서울,서울특별시 송파구 법원로11길,02-406-8849,02-3012-8101,통신기기,중소기업,,
778,이데아텍(주),2021,서울,서울특별시 강남구 논현로80길,070-4060-3868,02-6952-9161,정보처리,중소기업,,
779,이레텍(주),2015,서울,서울특별시 금천구 가산디지털1로,026-947-7777,026-947-7776,전기,중소기업,,
780,이쓰리,2018,서울,서울특별시 성동구 성수동2가 ,02-552-1947,02-552-1948,정보처리,중소기업,,
781,이아이씨엔,2019,서울,서울특별시 서초구 서초대로,070-7549-0110,050-5990-7538,정보처리,중소기업,,
782,인더스마트(주),2019,서울,서울특별시 종로구 대학로,027439611,027439613,의료의약,중소기업,,
783,인더포레스트,2019,서울,서울특별시 강남구 강남대로136길,070-7788-0300,02-6919-2778,정보처리,중소기업,,
784,인포보스(주),2018,서울,서울특별시 강남구 선릉로,02-6341-1185,02-515-3495,정보처리,중소기업,,
785,인프라소프트(주),2001,서울,서울특별시 마포구 월드컵북로,02-6959-2775,02-6959-2776,정보처리,중소기업,기타소프트웨어자문,
786,일루넥스,2022,서울,서울특별시 마포구 성미산로,01043433546,0262802348,정보처리,중소기업,,
787,자인테크놀로지(주),2011,서울,서울특별시 구로구 디지털로33길,02-856-4114,028569503,기계,중소기업,,
788,전능아이티(주),2020,서울,서울특별시 서초구 효령로53길,02--586--7361,02--582--5536,정보처리,중소기업,,
789,정일씨엔아이,2021,서울,서울특별시 금천구 가산디지털1로,02-2671-5466,02-2671-5465,전기,중소기업,배전반및전기자동제어반제조업,
790,제이비티,2019,서울,서울특별시 강남구 논현로28길,07086561586,07075002279,정보처리,중소기업,,
791,제이엠에스건설(주),2016,서울,서울특별시 강남구 테헤란로20길,02-564-1130,02-567-2357,국내건설,중소기업,,
792,제이제이툴스(주),2014,서울,서울특별시 금천구 두산로,02-892-2745,02-892-2746,철강,중소기업,,
793,제타럭스시스템,2020,서울,서울특별시 송파구 법원로,02-2038-8898,0505-899-8898,정보처리,중소기업,,
794,젠틀에너지 주식회사,2021,서울,서울특별시 마포구 성지길,070-4193-2882,05078048802,정보처리,중소기업,,
795,좋은기술(주),2018,서울,서울특별시 금천구 가산디지털2로,070-4498-7282,02-859-3929,전기,중소기업,,
796,주식회사 5민랩,2015,서울,서울특별시 마포구 양화로,070-4200-8253,02-6918-0628,정보처리,중견기업,,
797,주식회사 고려전기,2017,서울,서울특별시 종로구 돈화문로,022-269-0145,022-269-4410,전기,중소기업,,
798,주식회사 골드넥스,2022,서울,서울특별시 강남구 논현로135길,07043522555,050703085377,정보처리,중소기업,,
799,주식회사 덱스터스튜디오,2018,서울,서울특별시 마포구 매봉산로,026-391-7037,026-391-7200,애니메이션,중소기업,,
800,주식회사 두들린,2022,서울,서울특별시 강남구 강남대로,01084141891,07080157145,정보처리,중소기업,,
801,주식회사 디에스이앤티,2017,서울,서울특별시 영등포구 선유로3길,02-2283-3401,02-303-8444,통신기기,중소기업,,
802,주식회사 레몬베이스,2020,서울,서울특별시 성동구 왕십리로,02-6925-1033,02-6944-9327,정보처리,중소기업,,
803,주식회사 마켓잇(Marketit Inc.),2017,서울,서울특별시 성동구 왕십리로,02-545-6017,02-6964-7199,정보처리,중소기업,광고대행업,
804,주식회사 메이사,2020,서울,서울특별시 강남구 봉은사로18길,02-883-2140,050-4365-6770,정보처리,중소기업,,
805,주식회사 몬스터플래닛엠,2016,서울,서울특별시 강남구 삼성로,070-7781-0556,070-7781-7234,게임S/W,중소기업,,
806,주식회사 바비톡,2021,서울,서울특별시 강남구 테헤란로7길,010-9021-8412,070-7545-0509,정보처리,중소기업,,
807,주식회사 뱅크샐러드,2015,서울,서울특별시 영등포구 여의대로,023-453-9300,02-3453-9301,정보처리,중소기업,,
808,주식회사 버킷플레이스,2016,서울,서울특별시 서초구 서초대로74길,070-7606-5544,070-4850-9002,정보처리,중소기업,,
809,주식회사 시나몬,2017,서울,서울특별시 서초구 효령로77길,02-555-8982,02-555-8982,정보처리,중소기업,,
810,주식회사 씨앤에이아이,2021,서울,서울특별시 서초구 서리풀길,02-2088-1216,050-4077-2926,정보처리,중소기업,,
811,주식회사 아이네블루메매니지먼트,2016,서울,서울특별시 강남구 삼성로,070-8895-2226,026-919-2268,정보처리,중소기업,,
812,주식회사 아인톱시스템,2015,서울,서울특별시 마포구 성암로,070-8280-8281,028485164,정보처리,중소기업,,
813,주식회사 앤유,2022,서울,서울특별시 서초구 서초중앙로,01027885824,025972538,게임S/W,중소기업,,
814,주식회사 에코카,2009,서울,서울특별시 금천구 시흥대로153길,02--784--7119,02--784--7708,기계,벤처기업,,
815,주식회사 엠에이치큐,2022,서울,서울특별시 강남구 테헤란로26길,025233303,025213303,정보처리,중소기업,,
816,주식회사 온다,2019,서울,서울특별시 강남구 테헤란로83길,070-8672-6157,05073514978,정보처리,중소기업,,
817,주식회사 온클라우드9,2022,서울,서울특별시 영등포구 63로,01021566393,05043176393,정보처리,중소기업,,
818,주식회사 위밋모빌리티,2021,서울,서울특별시 마포구 백범로31길,010-9050-3377,0504-438-8606,정보처리,중소기업,,
819,주식회사 이큐브랩,2015,서울,서울특별시 구로구 디지털로34길,02-868-0293,02-868-0294,기계,중소기업,,
820,주식회사 직방,2015,서울,서울특별시 강남구 역삼로17길,02-568-4909,02-568-4908,정보처리,중소기업,,
821,주식회사 집꾸미기,2016,서울,서울특별시 성동구 왕십리로,02-6949-4891,,정보처리,중소기업,,
822,주식회사 카카오스타일,2017,서울,서울특별시 강남구 테헤란로,02-1670-8050,070-4369-9150,정보처리,대기업,,
823,주식회사 큐리어드,2018,서울,서울특별시 강남구 논현로71길,02-535-0195,02-6083-0195,정보처리,중소기업,,
824,주식회사 클래스유,2019,서울,서울특별시 중구 을지로,02--335--3321,02-6280-9890,정보처리,중소기업,,
825,주식회사 테사,2020,서울,서울특별시 성동구 상원1길,070-5173-5959,026-005-0992,정보처리,중소기업,,
826,주식회사그로브소프트,2019,서울,서울특별시 용산구 서빙고로,02-3482-2630,0504-840-3057,정보처리,중소기업,,
827,주식회사기원테크,2019,서울,서울특별시 구로구 디지털로31길,0260127406,0260854330,정보처리,중소기업,,
828,주식회사누아,2019,서울,서울특별시 종로구 청계천로,02-542-1578,02-547-1578,정보처리,중소기업,,
829,주식회사다우밸브,2016,서울,서울특별시 금천구 디지털로10길,026-309-5656,026-309-6767,기계,중소기업,,
830,주식회사당신의파트너,2017,서울,서울특별시 영등포구 양평로30길,02-461-1654,02-461-1657,화학,중소기업,,
831,주식회사대일정공,2016,서울,서울특별시 금천구 가산디지털1로,028544627,028544611,기계,중소기업,,
832,주식회사데일리샷,2019,서울,서울특별시 강남구 언주로93길,026-931-3636,070-8220-6366,정보처리,중소기업,,
833,주식회사디앤디랩,2014,서울,서울특별시 서초구 강남대로,025239626,000,정보처리,벤처기업,,
834,주식회사디피에스,2019,서울,서울특별시 중구 퇴계로36길,02-2274-1921,02-2277-8444,화학,중소기업,인쇄업,
835,주식회사라인웍스,2019,서울,서울특별시 서초구 강남대로51길,070-7702-3044,025480612,정보처리,중소기업,,
836,주식회사로플랫,2017,서울,서울특별시 강남구 테헤란로20길,02-508-1225,022-178-9131,정보처리,중소기업,,
837,주식회사리턴제로,2019,서울,서울특별시 서초구 강남대로,025551271,025541271,정보처리,중소기업,,
838,주식회사마인딩,2019,서울,서울특별시 관악구 을지로,02-6351-4200,070-8220-6366,정보처리,중소기업,,
839,주식회사매스아시아,2018,서울,서울특별시 서초구 주흥3길,02-2135-1472,02-2139-1107,정보처리,중소기업,,
840,주식회사메디블록,2019,서울,서울특별시 강남구 테헤란로,02-6053-9119,00,정보처리,중소기업,,
841,주식회사명성인스트루먼트,2017,서울,서울특별시 금천구 벚꽃로,02-2082-4333,02-6499-3345,전자,중소기업,,
842,주식회사모아플래닛,2019,서울,서울특별시 금천구 가산디지털1로,02-855-6464,030-33440-8290,정보처리,중소기업,,
843,주식회사모프인터랙티브,2017,서울,서울특별시 마포구 월드컵북로4길,070-4184-3662,02-6442-9881,정보처리,중소기업,,
844,주식회사몰로코,2019,서울,서울특별시 강남구 테헤란로,02-6205-1222,070-8787-1110,정보처리,중소기업,,
845,주식회사백패커,2017,서울,서울특별시 마포구 동교로19길,070-4104-3651,026-008-4918,정보처리,중소기업,,
846,주식회사버즈니,2016,서울,서울특별시 관악구 남부순환로,02--585--6782,02--585--6781,정보처리,중소기업,,
847,주식회사베스파,2019,서울,서울특별시 강남구 테헤란로83길,02-6954-0889,02-6925-0896,게임S/W,중소기업,,
848,주식회사뷰쓰리,2019,서울,서울특별시 서초구 신반포로47길,02-6084-6110,02-515-5956,정보처리,중소기업,,
849,주식회사브랜디,2017,서울,서울특별시 강남구 역삼동 ,026-205-0303,030334412120,정보처리,중소기업,,
850,주식회사비트리,2019,서울,서울특별시 용산구 유엔빌리지길,07082361839,0264554579,정보처리,중소기업,,
851,주식회사선도소프트,2017,서울,서울특별시 금천구 가산디지털1로,02--856--1900,02--856--1901,정보처리,중소기업,,
852,주식회사선도소프트,2017,서울,서울특별시 금천구 가산디지털1로,02-856-1900,02-856-1901,정보처리,중소기업,,
853,주식회사세시소프트,2016,서울,서울특별시 서초구 방배로22길,02-586-9293,02-6919-2793,게임S/W,중소기업,,
854,주식회사세포아소프트,2019,서울,서울특별시 서초구 서초대로,070-7878-9840,0504-012-6150,정보처리,중소기업,,
855,주식회사셀메이트,2017,서울,서울특별시 마포구 만리재로,070-8680-6923,022-238-3706,정보처리,중소기업,,
856,주식회사셰어킴,2019,서울,서울특별시 서초구 논현로79길,02-1644-3638,02-598-4425,정보처리,중소기업,,
857,주식회사소프트원,2016,서울,서울특별시 강서구 양천로,02-2093-2050,,정보처리,중소기업,,
858,주식회사스냅컴퍼니,2019,서울,서울특별시 강남구 테헤란로32길,02-6959-3199,02-561-6709,정보처리,중소기업,,
859,주식회사스마일벤처스,2019,서울,서울특별시 강남구 학동로7길,02-558-9955,02-558-8844,정보처리,중소기업,,
860,주식회사스마트동스쿨,2017,서울,서울특별시 마포구 매봉산로,070-4707-2727,0303-0101-4242,정보처리,중소기업,,
861,주식회사스캐터랩,2016,서울,서울특별시 성동구 왕십리로,070-4099-5959,070-7966-6598,정보처리,중소기업,,
862,주식회사스타일닷컴,2017,서울,서울특별시 강남구 테헤란로,02-3442-3555,02-6305-3441,정보처리,중소기업,,
863,주식회사스타코프,2019,서울,서울특별시 성동구 아차산로,02-2118-1100,----,전기,중소기업,,
864,주식회사씨메스,2019,서울,서울특별시 강남구 선릉로132길,02-1800-8647,050-5355-6009,정보처리,중소기업,,
865,주식회사씽크트리,2019,서울,서울특별시 마포구 매봉산로,02-309-2900,02-6959-5968,정보처리,중소기업,,
866,주식회사아신아이,2019,서울,서울특별시 강남구 자곡로,02-2038-0126,02-6190-4295,정보처리,중소기업,,
867,주식회사아이아라,2017,서울,서울특별시 강남구 봉은사로47길,02-2052-7880,02 -2052-7881,정보처리,중소기업,,
868,주식회사아트만파트너스,2019,서울,서울특별시 강남구 논현로71길,025739076,025759076,정보처리,중소기업,,
869,주식회사어니스트펀드,2017,서울,서울특별시 영등포구 여의대로,070-4820-1480,02-6919-2452,정보처리,중소기업,,
870,주식회사에스브이,2019,서울,서울특별시 영등포구 국제금융로,02-6927-6080,02-6927-2553,정보처리,중소기업,데이터베이스및온라인정보제공업,
871,주식회사에이에프아이,2019,서울,서울특별시 성동구 아차산로17길,070-7655-6144,02-6935-1325,정보처리,중소기업,,
872,주식회사엑스바엑스,2019,서울,서울특별시 송파구 중대로,026-404-1020,026-404-1020,정보처리,중소기업,,
873,주식회사엠에이치엔씨티,2019,서울,서울특별시 성동구 아차산로,070-7553-2372,02-2051-2370,정보처리,중소기업,,
874,주식회사오픈갤러리,2016,서울,서울특별시 성동구 왕십리로,02-6949-3530,025493530,정보처리,중소기업,,
875,주식회사오픈서베이,2016,서울,서울특별시 강남구 강남대로84길,02-2070-2110,02-2070-2179,정보처리,중소기업,,
876,주식회사오픈소스컨설팅,2017,서울,서울특별시 강남구 테헤란로83길,02-516-0711,02-516-0722,정보처리,중소기업,,
877,주식회사와이키키소프트,2019,서울,서울특별시 강남구 테헤란로87길,025764746,025784745,정보처리,중소기업,,
878,주식회사우리강산시스템,2019,서울,서울특별시 금천구 가산디지털1로,02-867-3181,02-867-3184,정보처리,중소기업,,
879,주식회사워프솔루션,2019,서울,서울특별시 성동구 성수일로,010-7303-4227,0504-298-3070,전자,중소기업,,
880,주식회사웰비아닷컴,2016,서울,서울특별시 금천구 가산디지털1로,02-868-8118,02-868-0070,정보처리,중소기업,,
881,주식회사위주,2019,서울,서울특별시 금천구 가산디지털2로,02-2039-6240,02-6953-6239,정보처리,중소기업,,
882,주식회사위즈페이스,2019,서울,서울특별시 강남구 영동대로82길,010-2636-7963,0264426643,정보처리,중소기업,,
883,주식회사위키시큐리티,2019,서울,서울특별시 금천구 디지털로,02-322-4688,02-322-4646,정보처리,중소기업,,
884,주식회사윌두,2019,서울,서울특별시 금천구 가산디지털2로,028670119,028670930,정보처리,중소기업,,
885,주식회사유비디시전,2019,서울,서울특별시 용산구 청파로47길,02-558-6996,025586886,정보처리,중소기업,,
886,주식회사이포넷,2016,서울,서울특별시 강남구 테헤란로87길,02-3465-8500,02-3465-8501,정보처리,중소기업,,
887,주식회사인터프로커무니케이션,2019,서울,서울특별시 중구 퇴계로50길,02-2275-2333,02-2276-1295,화학,중소기업,,
888,주식회사지니웍스,2017,서울,서울특별시 강남구 논현로,070-4283-4141,070-4170-4705,정보처리,중소기업,,
889,주식회사지오스토리,2016,서울,서울특별시 강서구 화곡로68길,070-5228-4699,07052284731,정보처리,중소기업,,
890,주식회사집토스,2019,서울,서울특별시 성동구 성수이로22길,070-8028-7303,0504-204-7877,정보처리,중소기업,,
891,주식회사채널코퍼레이션,2016,서울,서울특별시 강남구 논현로,02-1644-4052,02-6919-2477,정보처리,중소기업,,
892,주식회사체커,2019,서울,서울특별시 강서구 마곡중앙1로,02-3662-1876,02-6008-1876,정보처리,중소기업,,
893,주식회사케이브레인컴퍼니,2019,서울,서울특별시 마포구 성암로,02-744-0530,02-744-0531,정보처리,중소기업,,
894,주식회사케이케이디씨,2019,서울,서울특별시 강서구 마곡동로8길,031-942-9332,070-8622-9304,전기,중소기업,,
895,주식회사코드박스,2019,서울,서울특별시 강남구 테헤란로20길,010-3931-6788,000000000,정보처리,대기업,,
896,주식회사코이즈,2016,서울,서울특별시 강서구 화곡로59길,023-662-4714,026-499-4710,생활용품,중소기업,,
897,주식회사콘샐러드,2019,서울,서울특별시 송파구 송파대로,010-6246-9108,02-2054-8217,정보처리,중소기업,,
898,주식회사클래스101,2016,서울,서울특별시 강남구 테헤란로,02-779-3008,02-6008-2712,정보처리,벤처기업,컴퓨터및소프트웨어소매업,
899,주식회사클래스팅,2019,서울,서울특별시 강남구 테헤란로,070-4060-6535,026-928-3499,정보처리,중소기업,,
900,주식회사테라텍,2014,서울,서울특별시 금천구 가산디지털1로,02-701-4422,02-3272-2221,통신기기,중소기업,,
901,주식회사테크랩스,2017,서울,서울특별시 강남구 언주로,070-4601-2720,0502-989-9903,정보처리,중소기업,,
902,주식회사텔로팜,2019,서울,서울특별시 서초구 식유촌길,02-876-1250,02-576-1250,전자,중소기업,,
903,주식회사토닥,2019,서울,서울특별시 금천구 디지털로,070-8666-1121,050-4000-9713,전자,중소기업,,
904,주식회사티엔코아,2020,서울,서울특별시 강서구 마곡중앙2로,070-5030-1511,07078265757,정보처리,중소기업,,
905,주식회사티오리한국,2019,서울,서울특별시 강남구 테헤란로,010-8984-1839,050-4203-1839,정보처리,중소기업,,
906,주식회사티켓플레이스,2020,서울,서울특별시 강남구 봉은사로2길,028779771,050-4259-9504,정보처리,중소기업,,
907,주식회사프렌트립,2016,서울,서울특별시 성동구 왕십리로,070-7169-1466,02-6468-2035,정보처리,중소기업,,
908,주식회사프리버,2019,서울,서울특별시 마포구 양화로7길,02-3292-1992,02-3292-1989,정보처리,중소기업,,
909,주식회사플랫팜,2019,서울,서울특별시 마포구 백범로31길,070-7560-7002,070-7560-7005,정보처리,중소기업,,
910,주식회사하닉스,2014,서울,서울특별시 금천구 가산디지털2로,070-4716-5229,028370159,기계,중소기업,,
911,주식회사하이메디,2019,서울,서울특별시 서초구 서초대로77길,070-8146-8980,026-302-7033,정보처리,중소기업,,
912,주식회사해시드,2019,서울,서울특별시 강남구 테헤란로4길,07088660193,025658842,정보처리,중소기업,,
913,주식회사헬프미,2017,서울,서울특별시 강남구 테헤란로77길,02-501-0192,,정보처리,중소기업,,
914,주식회사화이트블록,2019,서울,서울특별시 성동구 성수일로,02--832--3020,02--304--3021,정보처리,중소기업,,
915,주식회사휴템,2019,서울,서울특별시 금천구 가산디지털2로,070-5153-8172,028552276,기계,중소기업,,
916,주식회사힐링페이퍼,2017,서울,서울특별시 강남구 테헤란로,023-443-8854,0504-076-5890,정보처리,중소기업,,
917,지뉴소프트,2020,서울,서울특별시 강남구 논현로81길,0234630802,0226273275,정보처리,중소기업,,
918,지시코(주),1991,서울,서울특별시 성동구 아차산로,02-461-7071,02-464-1962,전기,중소기업,해당사항없음,
